20180521-160923-396,5AA5050000,
20180521-160924-396,5AA5050000,
20180521-160925-396,5AA5050000,
20180521-160926-396,5AA5050000,
20180521-160927-396,5AA5050000,
20180521-160928-396,5AA5050000,
20180521-160929-396,5AA5050000,
20180521-160930-396,5AA5050000,
20180521-160931-396,5AA5050000,
20180521-160932-396,5AA5050000,
20180521-160933-396,5AA5050000,
20180521-160934-396,5AA5050000,
20180521-160935-396,5AA5050000,
20180521-160936-396,5AA5050000,
20180521-160937-396,5AA5050000,
20180521-160938-396,5AA5050000,
20180521-160939-396,5AA5050000,
20180521-160940-396,5AA5050000,
20180521-160941-396,5AA5050000,
20180521-160942-396,5AA5050000,
20180521-160943-396,5AA5050000,
20180521-160944-396,5AA5050000,
20180521-160945-396,5AA5050000,
20180521-160946-396,5AA5050000,
20180521-160947-396,5AA5050000,
20180521-160948-396,5AA5050000,
20180521-160949-396,5AA5050000,
20180521-160950-396,5AA5050000,
20180521-160951-396,5AA5050000,
20180521-160952-396,5AA5050000,
20180521-160953-396,5AA5050000,
20180521-160954-396,5AA5050000,
20180521-160955-396,5AA5050000,
20180521-160956-396,5AA5050000,
20180521-160957-396,5AA5050000,
20180521-160958-396,5AA5050000,
20180521-160959-396,5AA5050000,
20180521-161000-396,5AA5050000,
20180521-161001-396,5AA5050000,
20180521-161002-396,5AA5050000,
20180521-161003-396,5AA5050000,
20180521-161004-396,5AA5050000,
20180521-161005-396,5AA5050000,
20180521-161006-396,5AA5050000,
20180521-161007-396,5AA5050000,
20180521-161008-396,5AA5050000,
20180521-161009-396,5AA5050000,
20180521-161010-396,5AA5050000,
20180521-161011-396,5AA5050000,
20180521-161012-396,5AA5050000,
20180521-161013-396,5AA5050000,
20180521-161014-396,5AA5050000,
20180521-161015-396,5AA5050000,
20180521-161016-396,5AA5050000,
20180521-161017-396,5AA5050000,
20180521-161018-396,5AA5050000,
20180521-161019-396,5AA5050000,
20180521-161020-396,5AA5050000,
20180521-161021-396,5AA5050000,
20180521-161022-396,5AA5050000,
20180521-161023-396,5AA5050000,
