20190226-052239-674,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052240-675,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052241-676,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052242-677,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052243-677,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052244-678,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052245-678,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052246-679,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052247-680,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052248-680,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052249-684,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052250-684,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052251-685,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052252-686,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052253-686,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052254-687,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052255-687,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052256-688,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052257-688,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052258-688,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
20190226-052259-689,5AA50500B4000000010F00000000800000000000010000010000010F00000000800000000000010000020000010F00000000800000000000010000030000010F00000000800000000000010000040000010F00000000800000000000010000050000010F00000000800000000000010000060000010F00000000800000000000010000070000010F00000000800000000000010000080000010F00000000800000000000010000090000010F00000000800000000000010000,
